20170101;3.3851;3.452;3.1743;2.975;2.9591;3.0116;3.323;3.1081;3.1256;3.3106;3.3418;3.2062;3.0979;2.84;2.6022;2.6945;2.7942;2.7789;2.7452;2.5433;2.6601;2.4484;2.3682;2.4229;2.301;2.3841;2.0749;2.0498;2.0781;1.9785;1.79;1.4066;1.4936;1.4748;1.2879;1.5907;1.9148;2.1982;2.273;2.181;2.0173;2.2013;2.3994;2.5118;2.5223;3.0196;3.1304;2.9744
20170102;2.6783;2.9034;2.8257;2.6824;2.6041;2.7038;2.5095;2.5169;2.6168;2.5436;2.4723;2.4299;2.2698;2.067;2.1698;2.0234;1.8769;1.8705;1.996;1.876;1.8419;1.8951;1.8887;1.8377;1.7941;1.8049;1.74;1.6903;1.9278;1.4948;1.5862;1.4789;1.3729;1.0736;1.1564;1.1968;1.0344;0.8539;0.8975;1.0545;1.2933;1.8896;1.9883;1.4324;1.271;2.3812;2.6878;2.2198
20170103;2.1985;2.2653;2.4077;2.2303;2.0425;2.0488;2.1456;2.1666;2.1943;2.0246;1.7263;1.825;1.8845;1.7454;1.6531;1.5916;1.4261;1.6212;1.6945;1.6903;1.598;1.6139;1.8059;1.7199;1.6999;1.6881;1.7782;1.6754;1.5872;1.6075;1.6712;1.7349;2.103;2.2698;2.3408;2.2357;3.1282;3.4084;3.3396;3.124;2.8311;2.9308;3.2473;3.8786;4.3285;4.177;3.8095;3.9932
20170104;4.0388;3.8076;3.1295;2.7092;2.2985;2.1402;2.293;2.5595;2.7834;2.8556;2.5455;2.7843;2.7452;2.4682;2.117;2.052;2.173;2.2962;2.0192;2.0342;2.2039;2.1752;2.3112;2.1998;2.0839;1.9705;1.8505;2.2103;2.5032;2.0565;1.755;1.8018;2.1529;2.3558;2.5732;2.2899;2.727;3.3278;3.5106;3.8595;3.7353;3.6153;3.3947;3.4192;3.0772;2.6687;2.0925;2.727
20170105;3.2504;2.5691;2.8789;2.1857;2.9512;2.8429;2.8321;2.9085;3.0562;2.9849;3.09;3.0199;3.1059;2.9976;2.9808;2.8311;3.0817;3.3351;2.848;2.7875;2.9766;2.3768;2.4491;2.5372;2.6824;2.6105;2.6082;2.2899;2.2144;2.3886;2.4331;2.3121;2.294;2.4914;2.5073;2.2813;2.9467;3.0626;3.1568;3.0836;2.9403;2.8111;3.0849;3.2546;3.3606;3.2291;3.225;3.0594
20170106;3.2418;3.2695;2.4809;2.1329;2.0542;1.8623;1.9715;1.9705;2.2125;1.9737;1.875;2.1284;2.379;2.224;1.8527;1.755;1.6731;1.9533;2.173;2.5382;2.3653;2.429;2.499;2.862;2.9107;3.1177;2.8725;2.7315;2.8333;2.8544;2.8852;2.8575;3.0327;2.7748;2.3991;2.5678;2.9085;2.6614;2.9289;2.7697;3.175;3.4338;3.1431;2.9871;2.8588;2.8821;2.898;3.1186
20170107;2.536;2.4204;3.0772;2.6296;2.485;2.5669;2.9967;3.1899;2.9034;2.5605;2.4704;2.7951;3.7535;3.6812;3.9541;3.7554;3.3638;3.4179;3.2664;3.0604;2.8407;2.7165;2.6347;2.6465;2.4914;2.429;2.343;2.4309;2.656;2.6974;2.7324;2.6487;2.6041;2.883;2.7811;2.8216;3.0753;3.3437;3.3214;3.0212;2.9798;3.0053;2.7843;2.6888;2.6656;2.9053;2.9776;3.2173
20170108;3.1887;3.0922;3.039;2.4959;2.3367;2.4831;2.4554;2.6092;3.0104;3.6102;3.3278;3.3288;3.0581;2.4405;2.0947;1.9524;2.4513;2.6996;2.9894;2.7729;2.4236;2.3335;2.3195;2.2558;2.2443;1.9524;2.1074;2.3163;2.3462;2.5455;2.3026;2.2708;2.3685;2.515;2.776;2.5022;2.3886;2.3981;2.0393;2.1539;2.4904;2.5328;2.7038;2.1666;2.3822;2.4927;2.9098;2.7452
20170109;2.9626;2.863;3.3023;2.9785;2.8789;2.7302;2.7388;2.6942;2.6888;2.6391;2.7633;2.7843;2.9129;2.8852;2.7461;2.7515;2.5245;2.5054;2.4226;2.4927;2.4077;2.2813;2.0947;2.0829;1.8495;1.7209;1.5649;1.8282;1.7954;1.8314;1.9928;1.8432;1.6986;1.5439;1.3124;1.0695;1.1255;1.1586;1.4971;1.6871;1.6244;1.6967;1.7381;1.6426;1.6075;2.0224;2.6156;2.5997
20170110;2.7588;2.9999;2.8757;3.0667;2.7366;3.0403;3.0849;2.9607;2.8875;3.2046;2.9117;2.394;2.4682;2.5169;2.1402;2.1233;2.1615;2.1794;2.2517;2.2994;2.3144;2.1361;1.6563;1.6349;1.5703;1.3261;1.2242;1.4293;1.1491;1.4238;1.5821;1.8728;1.876;1.5471;1.0873;1.1618;1.1573;1.221;1.8314;1.8833;1.9374;2.294;2.2612;2.3621;2.5159;2.9308;2.9999;3.3224
20170111;2.933;3.0486;3.0222;2.8238;3.0626;3.067;3.209;3.26;3.3651;3.0741;3.0731;2.4459;2.5277;2.1689;1.4261;1.5267;1.6977;1.4079;1.4293;1.2369;1.2424;1.3719;1.4757;1.4207;1.5693;1.5311;1.5003;1.6508;1.6117;1.8291;1.8505;2.3354;1.9068;2.3153;2.2485;2.1561;2.2908;2.5382;2.8821;2.9107;2.7315;2.1593;1.7254;1.2478;1.5553;2.0342;2.0215;2.0329
20170112;2.137;1.9132;1.9364;1.9228;2.0055;2.0425;1.8951;1.8801;1.6031;0.8275;0.7976;1.0641;1.0777;0.9049;0.8603;0.909;1.0141;1.1118;0.9676;0.9198;0.9453;0.9249;1.1287;0.9326;0.9272;1.2751;0.8476;0.768;0.9982;1.3538;1.3242;1.5044;1.7731;1.7559;1.7496;1.1182;1.5904;1.8941;1.6458;1.256;1.2051;1.5184;2.173;3.1441;1.1596;1.3643;1.1096;0.9176
20170113;0.9622;1.2806;1.3497;1.116;1.03;1.2255;1.3624;1.6626;2.0861;2.1838;2.2325;2.379;2.3981;2.2994;2.3653;2.3121;2.3217;2.0679;1.9501;2.0915;2.0224;1.8432;1.9068;1.8282;1.654;1.4652;1.633;1.6572;2.0129;1.7718;2.0998;1.8782;2.0129;1.6922;1.9992;2.1921;2.0215;2.2017;2.1412;2.4481;2.5669;2.5646;2.5678;2.4468;2.7187;2.9117;2.9298;2.9925
20170114;2.9193;2.9913;2.9562;3.2683;2.8798;2.9171;2.7101;2.7229;2.7865;2.777;2.692;2.3271;2.3621;2.067;1.9037;1.6986;1.6426;1.7273;1.9196;2.0043;1.8164;1.8177;1.9215;1.7295;1.5108;1.7572;1.7158;1.619;1.185;0.9708;1.0704;2.0743;2.1934;1.91;1.6044;2.0915;1.9979;2.4309;2.4236;2.2749;2.4449;2.5169;2.344;1.9587;1.6954;1.3134;0.9357;0.9749
20170115;1.3188;1.1956;1.3442;1.754;1.8686;2.3271;2.0215;1.754;1.8877;1.861;1.945;1.9979;2.0087;2.1042;2.0374;2.1202;2.0775;1.9597;2.0915;2.1902;2.0351;1.9661;1.8037;1.9546;1.7699;1.9756;2.0679;1.6977;1.5458;1.9278;1.7572;1.4111;1.1819;1.4802;1.6785;1.6126;1.0663;1.3719;1.7731;2.1393;1.8705;1.9087;2.2921;2.4022;2.55;3.019;3.4848;3.3351
20170116;3.8605;3.7726;3.1154;3.3702;3.3956;3.4033;3.3383;3.3269;3.1804;3.4138;3.5306;3.6026;3.4606;3.3319;3.3724;3.4574;3.4784;3.5252;3.487;3.5125;3.558;3.4848;3.4797;3.3141;3.3173;3.3351;3.0253;2.862;2.8384;2.9989;2.7006;2.8693;2.55;2.3004;2.4818;2.5946;2.4459;2.9671;2.9521;2.742;2.8671;2.9043;2.9839;3.1963;3.2313;3.2823;3.21;3.2046
20170117;3.5593;3.6026;3.4988;3.5644;3.1791;3.4966;3.5889;3.5529;3.351;3.2186;3.351;3.4106;3.4466;3.3523;3.139;3.1154;2.8321;2.7069;2.5563;2.5;2.4172;2.5742;2.3991;2.2644;2.0915;2.0224;2.0597;1.8081;1.654;1.6063;1.6222;1.4726;1.5662;1.6731;1.8865;1.9683;2.6156;2.7028;2.7079;3.0021;3.0339;3.3905;3.3097;3.5157;3.593;3.4638;3.5421;3.5943
20170118;3.2364;3.316;3.4052;3.3873;3.0922;3.3014;2.9894;3.0849;3.1422;3.2982;3.2969;3.2546;3.2355;3.0963;2.8047;2.9012;2.8056;2.7888;2.8757;2.7047;2.8248;2.6474;2.742;2.6347;2.3831;2.0024;1.9979;1.5904;1.6521;1.4675;1.8632;1.6139;1.5426;1.6171;1.7368;1.7031;1.5248;1.5553;1.6286;2.0246;2.329;2.6614;2.6168;2.5595;2.2093;2.3704;2.067;2.4341
