20170101;2.9088;2.7862;2.6635;2.5356;2.4077;2.2955;2.1834;2.0607;1.9381;1.9118;1.8855;1.9468;2.0082;2.1185;2.2289;2.3744;2.5198;2.4918;2.4638;2.4077;2.3516;2.292;2.2324;2.1956;2.1588;2.1588;2.1588;2.1834;2.2079;2.2587;2.3095;2.3761;2.4427;2.5216;2.6004;2.6057;2.6109;2.5741;2.5373;2.5146;2.4918;2.455;2.4182;2.6688;2.9194;2.8037;2.8843;2.4638
20170102;2.0432;1.8312;1.6191;1.6542;1.6892;1.7348;1.7804;1.712;1.6437;1.5438;1.4439;1.4527;1.4614;1.5087;1.5561;1.74;1.924;1.9749;2.0257;2.0397;2.0537;2.073;2.0923;2.1045;2.1168;2.1221;2.1273;2.0537;1.9801;2.1045;2.2289;2.2833;2.3376;2.3814;2.4252;2.5286;2.632;2.7389;2.8458;3.007;3.1682;3.3452;3.5221;3.9042;4.2862;3.622;3.1892;2.7757
20170103;2.3621;2.3569;2.3516;2.3306;2.3095;2.1466;1.9836;1.924;1.8645;1.7611;1.6577;1.6892;1.7208;1.9118;2.1028;2.2482;2.3937;2.4778;2.5619;2.646;2.7301;2.8177;2.9053;2.9562;3.007;3.0017;2.9965;3.042;3.0876;3.1419;3.1962;3.2365;3.2768;3.3644;3.4521;3.7377;4.0233;4.1425;4.2616;4.2599;4.2581;4.3037;4.3492;4.2459;4.1425;3.9339;3.7464;3.5327
20170104;3.3189;3.0876;2.8563;2.7441;2.632;2.5724;2.5128;2.476;2.4392;2.4515;2.4638;2.6074;2.7511;2.9351;3.1191;3.233;3.3469;3.382;3.417;3.4082;3.3995;3.3609;3.3224;3.2873;3.2523;3.247;3.2418;3.2838;3.3259;3.3364;3.3469;3.3136;3.2803;3.2085;3.1366;3.2786;3.4205;3.5905;3.7605;3.7272;3.6939;3.6028;3.5116;3.6658;3.82;3.8463;3.5887;3.4994
20170105;3.41;3.3662;3.3224;3.3171;3.3119;3.2295;3.1472;3.021;2.8948;2.8878;2.8808;2.9754;3.0701;3.1927;3.3154;3.431;3.5467;3.5064;3.4661;3.3732;3.2803;3.198;3.1156;3.0718;3.028;3.021;3.014;3.0333;3.0525;3.0788;3.1051;3.1016;3.0981;3.1209;3.1436;3.233;3.3224;3.3382;3.3539;3.3241;3.2943;3.2961;3.2979;3.4889;3.6799;3.6746;3.5572;3.4082
20170106;3.2593;3.0963;2.9334;2.8966;2.8598;2.8598;2.8598;2.8317;2.8037;2.7774;2.7511;2.7301;2.7091;2.7126;2.7161;2.8142;2.9123;2.8458;2.7792;2.6828;2.5864;2.4848;2.3831;2.3463;2.3095;2.3043;2.299;2.3411;2.3831;2.455;2.5268;2.6057;2.6845;2.7319;2.7792;3.0665;3.3539;3.7149;4.0759;4.2406;4.4053;4.3124;4.2196;4.1197;4.0198;3.8481;3.3014;3.1086
20170107;2.9158;2.7687;2.6215;2.5724;2.5233;2.5198;2.5163;2.5233;2.5303;2.5496;2.5689;2.6145;2.66;2.6898;2.7196;2.8037;2.8878;2.823;2.7581;2.6477;2.5373;2.4287;2.3201;2.25;2.1799;2.1606;2.1413;2.1115;2.0817;2.094;2.1063;2.2587;2.4112;2.5426;2.674;2.7581;2.8423;2.7879;2.7336;2.816;2.8983;3.0683;3.2383;3.1296;3.021;2.9474;3.6308;3.2435
20170108;2.8563;2.6162;2.3761;2.243;2.1098;2.0835;2.0572;2.0432;2.0292;1.9433;1.8575;1.8207;1.7839;1.9135;2.0432;2.1588;2.2745;2.1974;2.1203;1.9976;1.875;1.8031;1.7313;1.7243;1.7173;1.7068;1.6962;1.6297;1.5631;1.5683;1.5736;1.712;1.8504;2.1326;2.4147;2.7371;3.0595;3.1857;3.3119;3.021;2.7301;2.7336;2.7371;2.1326;1.528;2.1115;2.8633;2.9509
20170109;3.0385;2.4778;1.917;1.8031;1.6892;1.6419;1.5946;1.5736;1.5525;1.514;1.4754;1.4877;1.5;1.7155;1.931;2.0204;2.1098;2.0642;2.0187;1.9328;1.8469;1.8399;1.8329;1.7961;1.7593;1.6962;1.6332;1.6314;1.6297;1.6069;1.5841;1.6419;1.6997;1.8697;2.0397;2.1921;2.3446;2.1834;2.0222;1.9906;1.9591;2.0414;2.1238;2.3393;2.5549;2.6635;3.0911;2.8633
20170110;2.6355;2.4252;2.2149;2.1133;2.0117;1.9906;1.9696;1.9381;1.9065;1.8224;1.7383;1.6384;1.5385;1.4965;1.4544;1.6629;1.8715;1.9801;2.0888;2.0555;2.0222;1.9556;1.889;1.8557;1.8224;1.7646;1.7068;1.7839;1.861;1.9591;2.0572;1.9678;1.8785;1.882;1.8855;1.9784;2.0712;2.1501;2.2289;2.3726;2.5163;2.5584;2.6004;2.8773;3.1542;3.3119;2.5093;2.6425
